2010 Federal Election Senate First Preferences By Division By Candidate By Vote Type  [Please Note: These results are not final. Event:15508 Phase:PostElection Generated:2010-09-06T22:08:56 Cycle:7c9a5a27-5e51-47dd-8420-35fbfd884996 Created:2010-09-06T21:51:16 Environment:PROD Site:FDC Server:DB01 Version:6.0.9.8314]
StateAb,DivisionID,DivisionNm,Ticket,BallotPosition,CandidateID,CandidateDetails,PartyName,PartyAb,Elected,HistoricElected,OrdinaryVotes,AbsentVotes,ProvisionalVotes,PrePollVotes,PostalVotes,TotalVotes
NSW,133,Macquarie,M,1,21127,"KOUTALIANOS, Bill",The Climate Sceptics,TCS,N,N,0,0,0,0,0,0
NSW,133,Macquarie,M,2,21134,"BROWN, Geoffrey",The Climate Sceptics,TCS,N,N,0,0,0,0,0,0
NSW,133,Macquarie,M,9998,0,Unapportioned,The Climate Sceptics,TCS,N,N,139,0,0,0,0,139
NSW,133,Macquarie,N,0,22213,N Ticket Votes,Secular Party of Australia,SPA,N,N,0,5,1,1,1,8
NSW,133,Macquarie,N,1,21229,"BRYCE, Ian",Secular Party of Australia,SPA,N,N,0,0,0,0,0,0
NSW,133,Macquarie,N,2,21233,"WARREN, Lyle Richard",Secular Party of Australia,SPA,N,N,0,0,0,0,0,0
NSW,133,Macquarie,N,9998,0,Unapportioned,Secular Party of Australia,SPA,N,N,52,0,0,0,0,52
NSW,133,Macquarie,O,0,22216,O Ticket Votes,Shooters and Fishers,ASP,N,N,0,134,7,55,45,241
NSW,133,Macquarie,O,1,21451,"MUIRHEAD, Jim Gerard",Shooters and Fishers,ASP,N,N,0,0,0,0,0,0
NSW,133,Macquarie,O,2,21455,"McGLASHAN, Alistair David",Shooters and Fishers,ASP,N,N,0,0,0,0,0,0
NSW,133,Macquarie,O,9998,0,Unapportioned,Shooters and Fishers,ASP,N,N,2044,0,0,0,0,2044
NSW,133,Macquarie,P,0,22226,P Ticket Votes,Democratic Labor Party (DLP) of Australia,DLP,N,N,0,33,3,15,5,56
NSW,133,Macquarie,P,1,22015,"McCAFFREY, Simon Thomas",Democratic Labor Party (DLP) of Australia,DLP,N,N,0,0,0,0,0,0
NSW,133,Macquarie,P,2,22016,"CULLEN, Martin",Democratic Labor Party (DLP) of Australia,DLP,N,N,0,0,0,0,0,0
NSW,133,Macquarie,P,9998,0,Unapportioned,Democratic Labor Party (DLP) of Australia,DLP,N,N,335,0,0,0,0,335
NSW,133,Macquarie,Q,0,22203,Q Ticket Votes,Australian Sex Party,ASXP,N,N,0,139,6,46,25,216
NSW,133,Macquarie,Q,1,20841,"LEISHMAN, Marianne",Australian Sex Party,ASXP,N,N,0,0,0,0,0,0
NSW,133,Macquarie,Q,2,20947,"CAMPBELL, Huw",Australian Sex Party,ASXP,N,N,0,0,0,0,0,0
NSW,133,Macquarie,Q,3,20949,"ZIMMERMAN, Larissa",Australian Sex Party,ASXP,N,N,0,0,0,0,0,0
NSW,133,Macquarie,Q,9998,0,Unapportioned,Australian Sex Party,ASXP,N,N,1327,0,0,0,0,1327
NSW,133,Macquarie,R,0,22227,R Ticket Votes,,,N,N,0,0,0,0,0,0
NSW,133,Macquarie,R,1,21993,"BARKER, David",,,N,N,0,0,0,0,0,0
NSW,133,Macquarie,R,2,21994,"ZUREIK, S G",,,N,N,0,0,0,0,0,0
NSW,133,Macquarie,R,9998,0,Unapportioned,,,N,N,8,0,0,0,0,8
NSW,133,Macquarie,S,0,22204,S Ticket Votes,Socialist Equality Party,SEP,N,N,0,4,0,3,1,8
NSW,133,Macquarie,S,1,20978,"BEAMS, Nick",Socialist Equality Party,SEP,N,N,0,0,0,0,0,0
NSW,133,Macquarie,S,2,20981,"ZABALA, Gabriela",Socialist Equality Party,SEP,N,N,0,0,0,0,0,0
NSW,133,Macquarie,S,9998,0,Unapportioned,Socialist Equality Party,SEP,N,N,44,0,0,0,0,44
NSW,133,Macquarie,T,0,22223,T Ticket Votes,,,N,N,0,0,0,1,2,3
NSW,133,Macquarie,T,1,21908,"BOURKE, William",,,N,N,0,0,0,0,0,0
NSW,133,Macquarie,T,2,21910,"O'CONNOR, Mark",,,N,N,0,0,0,0,0,0
NSW,133,Macquarie,T,9998,0,Unapportioned,,,N,N,39,0,0,0,0,39
NSW,133,Macquarie,U,0,22217,U Ticket Votes,Non-Custodial Parents Party (Equal Parenting),NCP,N,N,0,2,1,2,4,9
NSW,133,Macquarie,U,1,21413,"THOMPSON, Andy",Non-Custodial Parents Party (Equal Parenting),NCP,N,N,0,0,0,0,0,0
NSW,133,Macquarie,U,2,21420,"FOSTER, Roland",Non-Custodial Parents Party (Equal Parenting),NCP,N,N,0,0,0,0,0,0
NSW,133,Macquarie,U,9998,0,Unapportioned,Non-Custodial Parents Party (Equal Parenting),NCP,N,N,60,0,0,0,0,60
NSW,133,Macquarie,V,0,22209,V Ticket Votes,Family First,FFP,N,N,0,48,7,20,25,100
NSW,133,Macquarie,V,1,21178,"SWANE, Greg",Family First,FFP,N,N,0,0,0,0,0,0
NSW,133,Macquarie,V,2,21182,"LAMB, Phil",Family First,FFP,N,N,0,0,0,0,0,0
NSW,133,Macquarie,V,9998,0,Unapportioned,Family First,FFP,N,N,678,0,0,0,0,678
NSW,133,Macquarie,W,0,22206,W Ticket Votes,Labor,ALP,N,N,0,1193,73,638,731,2635
NSW,133,Macquarie,W,1,21012,"FAULKNER, John",Labor,ALP,N,Y,0,0,0,0,0,0
NSW,133,Macquarie,W,2,21016,"THISTLETHWAITE, Matthew",Labor,ALP,N,N,0,0,0,0,0,0
NSW,133,Macquarie,W,3,21018,"HUTCHINS, Steve",Labor,ALP,N,Y,0,0,0,0,0,0
NSW,133,Macquarie,W,4,21020,"MURNAIN, Anne",Labor,ALP,N,N,0,0,0,0,0,0
NSW,133,Macquarie,W,5,21022,"SEATON, Fiona",Labor,ALP,N,N,0,0,0,0,0,0
NSW,133,Macquarie,W,6,21025,"McDERMOTT, Hugh",Labor,ALP,N,N,0,0,0,0,0,0
NSW,133,Macquarie,W,9998,0,Unapportioned,Labor,ALP,N,N,22895,0,0,0,0,22895
NSW,133,Macquarie,X,0,22231,X Ticket Votes,,,N,N,0,3,0,2,0,5
NSW,133,Macquarie,X,1,21995,"STEFANAC, Jennifer",,,N,N,0,0,0,0,0,0
NSW,133,Macquarie,X,2,21997,"COOLEY, Tucky Tania",,,N,N,0,0,0,0,0,0
NSW,133,Macquarie,X,9998,0,Unapportioned,,,N,N,22,0,0,0,0,22
NSW,133,Macquarie,Y,0,22228,Y Ticket Votes,Carers Alliance,CA,N,N,0,12,0,5,16,33
NSW,133,Macquarie,Y,1,21984,"CARTER, Marylou",Carers Alliance,CA,N,N,0,0,0,0,0,0
NSW,133,Macquarie,Y,2,21986,"BUCKWALTER, Maree",Carers Alliance,CA,N,N,0,0,0,0,0,0
NSW,133,Macquarie,Y,9998,0,Unapportioned,Carers Alliance,CA,N,N,345,0,0,0,0,345
NSW,133,Macquarie,Z,0,22205,Z Ticket Votes,Christian Democratic Party (Fred Nile Group),CDP,N,N,0,82,6,54,69,211
NSW,133,Macquarie,Z,1,20990,"GREEN, Paul",Christian Democratic Party (Fred Nile Group),CDP,N,N,0,0,0,0,0,0
NSW,133,Macquarie,Z,2,20992,"PEEBLES, Robyn",Christian Democratic Party (Fred Nile Group),CDP,N,N,0,0,0,0,0,0
NSW,133,Macquarie,Z,3,20994,"NILE, Elaine",Christian Democratic Party (Fred Nile Group),CDP,N,N,0,0,0,0,0,0
NSW,133,Macquarie,Z,9998,0,Unapportioned,Christian Democratic Party (Fred Nile Group),CDP,N,N,2021,0,0,0,0,2021
NSW,133,Macquarie,AA,0,22210,AA Ticket Votes,Liberal/Nationals,LNP,N,N,0,1372,85,948,1214,3619
NSW,133,Macquarie,AA,1,21762,"FIERRAVANTI-WELLS, Concetta",Liberal,LP,N,Y,0,0,0,0,0,0
NSW,133,Macquarie,AA,2,21766,"HEFFERNAN, William",Liberal,LP,N,Y,0,0,0,0,0,0
NSW,133,Macquarie,AA,3,21768,"NASH, Fiona",The Nationals,NP,N,Y,0,0,0,0,0,0
NSW,133,Macquarie,AA,4,21771,"HUGHES, Hollie",Liberal,LP,N,N,0,0,0,0,0,0
NSW,133,Macquarie,AA,5,21774,"DENNIS, Joe",The Nationals,NP,N,N,0,0,0,0,0,0
NSW,133,Macquarie,AA,6,21776,"BILIC, George",Liberal,LP,N,N,0,0,0,0,0,0
NSW,133,Macquarie,AA,9998,0,Unapportioned,Liberal/Nationals,LNP,N,N,31247,0,0,0,0,31247
NSW,133,Macquarie,AB,0,22221,AB Ticket Votes,,,N,N,0,2,0,0,1,3
NSW,133,Macquarie,AB,1,21901,"ECKFORD, Michael",,,N,N,0,0,0,0,0,0
NSW,133,Macquarie,AB,2,21902,"STEVENS, Criselee",,,N,N,0,0,0,0,0,0
NSW,133,Macquarie,AB,9998,0,Unapportioned,,,N,N,46,0,0,0,0,46
NSW,133,Macquarie,AC,0,22225,AC Ticket Votes,One Nation,ON,N,N,0,38,0,4,24,66
NSW,133,Macquarie,AC,1,21824,"WEBBER, Andrew",One Nation,ON,N,N,0,0,0,0,0,0
NSW,133,Macquarie,AC,2,21827,"BRETT, John",One Nation,ON,N,N,0,0,0,0,0,0
NSW,133,Macquarie,AC,9998,0,Unapportioned,One Nation,ON,N,N,362,0,0,0,0,362
NSW,133,Macquarie,AD,0,22208,AD Ticket Votes,The Greens,GRN,N,N,0,783,36,432,338,1589
NSW,133,Macquarie,AD,1,21147,"RHIANNON, Lee",The Greens,GRN,N,N,0,0,0,0,0,0
NSW,133,Macquarie,AD,2,21677,"McILROY, Keith",The Greens,GRN,N,N,0,0,0,0,0,0
NSW,133,Macquarie,AD,3,21152,"JEGATHEESWARAN, Brami",The Greens,GRN,N,N,0,0,0,0,0,0
NSW,133,Macquarie,AD,4,21160,"SWIFT, Harriett",The Greens,GRN,N,N,0,0,0,0,0,0
NSW,133,Macquarie,AD,5,21163,"MORRISSEY, Simone",The Greens,GRN,N,N,0,0,0,0,0,0
NSW,133,Macquarie,AD,6,21169,"KANAK, Dominic Wy",The Greens,GRN,N,N,0,0,0,0,0,0
NSW,133,Macquarie,AD,9998,0,Unapportioned,The Greens,GRN,N,N,12145,0,0,0,0,12145
NSW,133,Macquarie,AE,0,22234,AE Ticket Votes,,,N,N,0,7,0,5,6,18
NSW,133,Macquarie,AE,1,22202,"KERNOT, Cheryl",,,N,N,0,0,0,0,0,0
NSW,133,Macquarie,AE,2,22201,"CANT, Simon",,,N,N,0,0,0,0,0,0
NSW,133,Macquarie,AE,9998,0,Unapportioned,,,N,N,188,0,0,0,0,188
NSW,133,Macquarie,AF,0,22229,AF Ticket Votes,Liberal Democrats (LDP),LDP,N,N,0,122,7,78,70,277
NSW,133,Macquarie,AF,1,22006,"DRUERY, Glenn",Liberal Democrats (LDP),LDP,N,N,0,0,0,0,0,0
NSW,133,Macquarie,AF,2,22008,"GABB, Lucy",Liberal Democrats (LDP),LDP,N,N,0,0,0,0,0,0
NSW,133,Macquarie,AF,3,22010,"STITT, Peter",Liberal Democrats (LDP),LDP,N,N,0,0,0,0,0,0
NSW,133,Macquarie,AF,9998,0,Unapportioned,Liberal Democrats (LDP),LDP,N,N,1495,0,0,0,0,1495
NSW,133,Macquarie,UG,1,22011,"RICHARDSON, Hamish",Independent,IND,N,N,19,0,0,0,0,19
NSW,133,Macquarie,UG,2,22014,"HOOPER, Norman H Joseph",Independent,IND,N,N,0,0,0,0,0,0
NSW,133,Macquarie,UG,3,21903,"SCOTT-IRVING, Stewart",Independent,IND,N,N,3,0,0,0,0,3
NSW,133,Macquarie,UG,4,21268,"PAPE, Bryan",Independent,IND,N,N,0,0,0,0,0,0
NSW,133,Macquarie,UG,5,21937,"WHALAN, Andrew",Independent,IND,N,N,3,0,0,0,0,3
NSW,315,McMahon,A,0,22214,A Ticket Votes,Socialist Alliance,SAL,N,N,585,28,8,2,3,626
NSW,315,McMahon,A,1,21446,"EVANS, Rachel",Socialist Alliance,SAL,N,N,0,0,0,0,0,0
NSW,315,McMahon,A,2,21449,"ISKANDER, Soubhi",Socialist Alliance,SAL,N,N,0,0,0,0,0,0
NSW,315,McMahon,A,9998,0,Unapportioned,Socialist Alliance,SAL,N,N,67,0,0,0,0,67
NSW,315,McMahon,B,0,22230,B Ticket Votes,,,N,N,48,2,1,1,1,53
NSW,315,McMahon,B,1,22023,"HODGES, Robert",,,N,N,0,0,0,0,0,0
NSW,315,McMahon,B,2,22024,"FRIER, Bob",,,N,N,0,0,0,0,0,0
NSW,315,McMahon,B,9998,0,Unapportioned,,,N,N,5,0,0,0,0,5
NSW,315,McMahon,C,0,22224,C Ticket Votes,,,N,N,20,3,1,2,0,26
NSW,315,McMahon,C,1,21904,"ROBINSON, Tony",,,N,N,0,0,0,0,0,0
NSW,315,McMahon,C,2,21907,"SELBY, Noel",,,N,N,0,0,0,0,0,0
NSW,315,McMahon,C,9998,0,Unapportioned,,,N,N,1,0,0,0,0,1
NSW,315,McMahon,D,0,22215,D Ticket Votes,,,N,N,42,2,0,1,1,46
NSW,315,McMahon,D,1,21429,"HODGES, Darrin",,,N,N,0,0,0,0,0,0
NSW,315,McMahon,D,2,21430,"FOLKES, Nick",,,N,N,0,0,0,0,0,0
NSW,315,McMahon,D,9998,0,Unapportioned,,,N,N,3,0,0,0,0,3
NSW,315,McMahon,E,0,22220,E Ticket Votes,Building Australia,BAP,N,N,239,18,4,3,6,270
NSW,315,McMahon,E,1,21798,"BROWN, Ray",Building Australia,BAP,N,N,0,0,0,0,0,0
NSW,315,McMahon,E,2,21799,"O'DONNELL, Michael",Building Australia,BAP,N,N,0,0,0,0,0,0
NSW,315,McMahon,E,9998,0,Unapportioned,Building Australia,BAP,N,N,38,0,0,0,0,38
NSW,315,McMahon,F,0,22212,F Ticket Votes,Senator On-Line,SOL,N,N,54,2,0,1,0,57
NSW,315,McMahon,F,1,21465,"BAS, Wes",Senator On-Line,SOL,N,N,0,0,0,0,0,0
NSW,315,McMahon,F,2,21470,"ROACH, Brianna",Senator On-Line,SOL,N,N,0,0,0,0,0,0
NSW,315,McMahon,F,9998,0,Unapportioned,Senator On-Line,SOL,N,N,13,0,0,0,0,13
NSW,315,McMahon,G,0,22222,G Ticket Votes,Communist,CAL,N,N,151,12,1,4,4,172
NSW,315,McMahon,G,1,21787,"LAWLER, Geoff",Communist,CAL,N,N,0,0,0,0,0,0
NSW,315,McMahon,G,2,21789,"KELLAWAY, Brenda Anne",Communist,CAL,N,N,0,0,0,0,0,0
NSW,315,McMahon,G,9998,0,Unapportioned,Communist,CAL,N,N,26,0,0,0,0,26
NSW,315,McMahon,H,0,22233,H Ticket Votes,,,N,N,21,2,0,0,0,23
NSW,315,McMahon,H,1,22021,"BLOOM, Nadia",,,N,N,0,0,0,0,0,0
NSW,315,McMahon,H,2,22022,"IRELAND, Bede",,,N,N,0,0,0,0,0,0
NSW,315,McMahon,H,9998,0,Unapportioned,,,N,N,8,0,0,0,0,8
NSW,315,McMahon,I,0,22211,I Ticket Votes,Citizens Electoral Council of Australia,CEC,N,N,124,4,3,1,3,135
NSW,315,McMahon,I,1,21031,"BUTLER, Robert H",Citizens Electoral Council of Australia,CEC,N,N,0,0,0,0,0,0
NSW,315,McMahon,I,2,21037,"McCAFFREY, Ian David",Citizens Electoral Council of Australia,CEC,N,N,0,0,0,0,0,0
NSW,315,McMahon,I,9998,0,Unapportioned,Citizens Electoral Council of Australia,CEC,N,N,16,0,0,0,0,16
NSW,315,McMahon,J,0,22219,J Ticket Votes,Australian Democrats,DEM,N,N,338,23,2,7,9,379
NSW,315,McMahon,J,1,21733,"CLANCY, Fiona",Australian Democrats,DEM,N,N,0,0,0,0,0,0
NSW,315,McMahon,J,2,21736,"MITCHELL, Jen",Australian Democrats,DEM,N,N,0,0,0,0,0,0
NSW,315,McMahon,J,9998,0,Unapportioned,Australian Democrats,DEM,N,N,49,0,0,0,0,49
NSW,315,McMahon,K,0,22218,K Ticket Votes,,,N,N,16,3,0,0,0,19
NSW,315,McMahon,K,1,21714,"SAMPSON, Meg",,,N,N,0,0,0,0,0,0
NSW,315,McMahon,K,2,21718,"HINCHCLIFFE, J",,,N,N,0,0,0,0,0,0
NSW,315,McMahon,K,9998,0,Unapportioned,,,N,N,3,0,0,0,0,3
NSW,315,McMahon,L,0,22232,L Ticket Votes,,,N,N,32,3,0,0,0,35
NSW,315,McMahon,L,1,22019,"BELGRAVE, Leon Adrian",,,N,N,0,0,0,0,0,0
NSW,315,McMahon,L,2,22020,"BEREGSZASZI, Janos",,,N,N,0,0,0,0,0,0
NSW,315,McMahon,L,9998,0,Unapportioned,,,N,N,4,0,0,0,0,4
NSW,315,McMahon,M,0,22207,M Ticket Votes,The Climate Sceptics,TCS,N,N,142,4,0,4,7,157
NSW,315,McMahon,M,1,21127,"KOUTALIANOS, Bill",The Climate Sceptics,TCS,N,N,0,0,0,0,0,0
NSW,315,McMahon,M,2,21134,"BROWN, Geoffrey",The Climate Sceptics,TCS,N,N,0,0,0,0,0,0
NSW,315,McMahon,M,9998,0,Unapportioned,The Climate Sceptics,TCS,N,N,11,0,0,0,0,11
NSW,315,McMahon,N,0,22213,N Ticket Votes,Secular Party of Australia,SPA,N,N,52,2,1,1,2,58
NSW,315,McMahon,N,1,21229,"BRYCE, Ian",Secular Party of Australia,SPA,N,N,0,0,0,0,0,0
NSW,315,McMahon,N,2,21233,"WARREN, Lyle Richard",Secular Party of Australia,SPA,N,N,0,0,0,0,0,0
NSW,315,McMahon,N,9998,0,Unapportioned,Secular Party of Australia,SPA,N,N,8,0,0,0,0,8
NSW,315,McMahon,O,0,22216,O Ticket Votes,Shooters and Fishers,ASP,N,N,1146,94,7,34,67,1348
NSW,315,McMahon,O,1,21451,"MUIRHEAD, Jim Gerard",Shooters and Fishers,ASP,N,N,0,0,0,0,0,0
NSW,315,McMahon,O,2,21455,"McGLASHAN, Alistair David",Shooters and Fishers,ASP,N,N,0,0,0,0,0,0
NSW,315,McMahon,O,9998,0,Unapportioned,Shooters and Fishers,ASP,N,N,156,0,0,0,0,156
NSW,315,McMahon,P,0,22226,P Ticket Votes,Democratic Labor Party (DLP) of Australia,DLP,N,N,500,40,3,10,29,582
NSW,315,McMahon,P,1,22015,"McCAFFREY, Simon Thomas",Democratic Labor Party (DLP) of Australia,DLP,N,N,0,0,0,0,0,0
NSW,315,McMahon,P,2,22016,"CULLEN, Martin",Democratic Labor Party (DLP) of Australia,DLP,N,N,0,0,0,0,0,0
NSW,315,McMahon,P,9998,0,Unapportioned,Democratic Labor Party (DLP) of Australia,DLP,N,N,73,0,0,0,0,73
NSW,315,McMahon,Q,0,22203,Q Ticket Votes,Australian Sex Party,ASXP,N,N,1041,92,5,17,27,1182
NSW,315,McMahon,Q,1,20841,"LEISHMAN, Marianne",Australian Sex Party,ASXP,N,N,0,0,0,0,0,0
NSW,315,McMahon,Q,2,20947,"CAMPBELL, Huw",Australian Sex Party,ASXP,N,N,0,0,0,0,0,0
NSW,315,McMahon,Q,3,20949,"ZIMMERMAN, Larissa",Australian Sex Party,ASXP,N,N,0,0,0,0,0,0
NSW,315,McMahon,Q,9998,0,Unapportioned,Australian Sex Party,ASXP,N,N,132,0,0,0,0,132
NSW,315,McMahon,R,0,22227,R Ticket Votes,,,N,N,20,0,0,1,0,21
NSW,315,McMahon,R,1,21993,"BARKER, David",,,N,N,0,0,0,0,0,0
NSW,315,McMahon,R,2,21994,"ZUREIK, S G",,,N,N,0,0,0,0,0,0
NSW,315,McMahon,R,9998,0,Unapportioned,,,N,N,3,0,0,0,0,3
NSW,315,McMahon,S,0,22204,S Ticket Votes,Socialist Equality Party,SEP,N,N,98,3,0,1,3,105
NSW,315,McMahon,S,1,20978,"BEAMS, Nick",Socialist Equality Party,SEP,N,N,0,0,0,0,0,0
NSW,315,McMahon,S,2,20981,"ZABALA, Gabriela",Socialist Equality Party,SEP,N,N,0,0,0,0,0,0
NSW,315,McMahon,S,9998,0,Unapportioned,Socialist Equality Party,SEP,N,N,7,0,0,0,0,7
NSW,315,McMahon,T,0,22223,T Ticket Votes,,,N,N,13,0,1,0,1,15
NSW,315,McMahon,T,1,21908,"BOURKE, William",,,N,N,0,0,0,0,0,0
NSW,315,McMahon,T,2,21910,"O'CONNOR, Mark",,,N,N,0,0,0,0,0,0
NSW,315,McMahon,T,9998,0,Unapportioned,,,N,N,4,0,0,0,0,4
NSW,315,McMahon,U,0,22217,U Ticket Votes,Non-Custodial Parents Party (Equal Parenting),NCP,N,N,35,6,2,1,2,46
NSW,315,McMahon,U,1,21413,"THOMPSON, Andy",Non-Custodial Parents Party (Equal Parenting),NCP,N,N,0,0,0,0,0,0
NSW,315,McMahon,U,2,21420,"FOSTER, Roland",Non-Custodial Parents Party (Equal Parenting),NCP,N,N,0,0,0,0,0,0
NSW,315,McMahon,U,9998,0,Unapportioned,Non-Custodial Parents Party (Equal Parenting),NCP,N,N,12,0,0,0,0,12
NSW,315,McMahon,V,0,22209,V Ticket Votes,Family First,FFP,N,N,608,52,7,12,28,707
NSW,315,McMahon,V,1,21178,"SWANE, Greg",Family First,FFP,N,N,0,0,0,0,0,0
NSW,315,McMahon,V,2,21182,"LAMB, Phil",Family First,FFP,N,N,0,0,0,0,0,0
NSW,315,McMahon,V,9998,0,Unapportioned,Family First,FFP,N,N,86,0,0,0,0,86
NSW,315,McMahon,W,0,22206,W Ticket Votes,Labor,ALP,N,N,29152,1501,185,479,1225,32542
NSW,315,McMahon,W,1,21012,"FAULKNER, John",Labor,ALP,N,Y,0,0,0,0,0,0
NSW,315,McMahon,W,2,21016,"THISTLETHWAITE, Matthew",Labor,ALP,N,N,0,0,0,0,0,0
NSW,315,McMahon,W,3,21018,"HUTCHINS, Steve",Labor,ALP,N,Y,0,0,0,0,0,0
NSW,315,McMahon,W,4,21020,"MURNAIN, Anne",Labor,ALP,N,N,0,0,0,0,0,0
NSW,315,McMahon,W,5,21022,"SEATON, Fiona",Labor,ALP,N,N,0,0,0,0,0,0
NSW,315,McMahon,W,6,21025,"McDERMOTT, Hugh",Labor,ALP,N,N,0,0,0,0,0,0
NSW,315,McMahon,W,9998,0,Unapportioned,Labor,ALP,N,N,3345,0,0,0,0,3345
NSW,315,McMahon,X,0,22231,X Ticket Votes,,,N,N,42,3,0,1,2,48
NSW,315,McMahon,X,1,21995,"STEFANAC, Jennifer",,,N,N,0,0,0,0,0,0
NSW,315,McMahon,X,2,21997,"COOLEY, Tucky Tania",,,N,N,0,0,0,0,0,0
NSW,315,McMahon,X,9998,0,Unapportioned,,,N,N,2,0,0,0,0,2
NSW,315,McMahon,Y,0,22228,Y Ticket Votes,Carers Alliance,CA,N,N,129,6,0,2,28,165
NSW,315,McMahon,Y,1,21984,"CARTER, Marylou",Carers Alliance,CA,N,N,0,0,0,0,0,0
NSW,315,McMahon,Y,2,21986,"BUCKWALTER, Maree",Carers Alliance,CA,N,N,0,0,0,0,0,0
NSW,315,McMahon,Y,9998,0,Unapportioned,Carers Alliance,CA,N,N,39,0,0,0,0,39
NSW,315,McMahon,Z,0,22205,Z Ticket Votes,Christian Democratic Party (Fred Nile Group),CDP,N,N,1546,88,14,37,82,1767
NSW,315,McMahon,Z,1,20990,"GREEN, Paul",Christian Democratic Party (Fred Nile Group),CDP,N,N,0,0,0,0,0,0
NSW,315,McMahon,Z,2,20992,"PEEBLES, Robyn",Christian Democratic Party (Fred Nile Group),CDP,N,N,0,0,0,0,0,0
NSW,315,McMahon,Z,3,20994,"NILE, Elaine",Christian Democratic Party (Fred Nile Group),CDP,N,N,0,0,0,0,0,0
NSW,315,McMahon,Z,9998,0,Unapportioned,Christian Democratic Party (Fred Nile Group),CDP,N,N,228,0,0,0,0,228
NSW,315,McMahon,AA,0,22210,AA Ticket Votes,Liberal/Nationals,LNP,N,N,22685,1187,102,428,907,25309
NSW,315,McMahon,AA,1,21762,"FIERRAVANTI-WELLS, Concetta",Liberal,LP,N,Y,0,0,0,0,0,0
NSW,315,McMahon,AA,2,21766,"HEFFERNAN, William",Liberal,LP,N,Y,0,0,0,0,0,0
NSW,315,McMahon,AA,3,21768,"NASH, Fiona",The Nationals,NP,N,Y,0,0,0,0,0,0
NSW,315,McMahon,AA,4,21771,"HUGHES, Hollie",Liberal,LP,N,N,0,0,0,0,0,0
NSW,315,McMahon,AA,5,21774,"DENNIS, Joe",The Nationals,NP,N,N,0,0,0,0,0,0
NSW,315,McMahon,AA,6,21776,"BILIC, George",Liberal,LP,N,N,0,0,0,0,0,0
NSW,315,McMahon,AA,9998,0,Unapportioned,Liberal/Nationals,LNP,N,N,2492,0,0,0,0,2492
NSW,315,McMahon,AB,0,22221,AB Ticket Votes,,,N,N,30,5,0,0,0,35
NSW,315,McMahon,AB,1,21901,"ECKFORD, Michael",,,N,N,0,0,0,0,0,0
NSW,315,McMahon,AB,2,21902,"STEVENS, Criselee",,,N,N,0,0,0,0,0,0
NSW,315,McMahon,AB,9998,0,Unapportioned,,,N,N,4,0,0,0,0,4
NSW,315,McMahon,AC,0,22225,AC Ticket Votes,One Nation,ON,N,N,242,26,3,4,12,287
NSW,315,McMahon,AC,1,21824,"WEBBER, Andrew",One Nation,ON,N,N,0,0,0,0,0,0
NSW,315,McMahon,AC,2,21827,"BRETT, John",One Nation,ON,N,N,0,0,0,0,0,0
NSW,315,McMahon,AC,9998,0,Unapportioned,One Nation,ON,N,N,25,0,0,0,0,25
NSW,315,McMahon,AD,0,22208,AD Ticket Votes,The Greens,GRN,N,N,3087,298,21,87,118,3611
NSW,315,McMahon,AD,1,21147,"RHIANNON, Lee",The Greens,GRN,N,N,0,0,0,0,0,0
NSW,315,McMahon,AD,2,21677,"McILROY, Keith",The Greens,GRN,N,N,0,0,0,0,0,0
NSW,315,McMahon,AD,3,21152,"JEGATHEESWARAN, Brami",The Greens,GRN,N,N,0,0,0,0,0,0
NSW,315,McMahon,AD,4,21160,"SWIFT, Harriett",The Greens,GRN,N,N,0,0,0,0,0,0
NSW,315,McMahon,AD,5,21163,"MORRISSEY, Simone",The Greens,GRN,N,N,0,0,0,0,0,0
NSW,315,McMahon,AD,6,21169,"KANAK, Dominic Wy",The Greens,GRN,N,N,0,0,0,0,0,0
NSW,315,McMahon,AD,9998,0,Unapportioned,The Greens,GRN,N,N,378,0,0,0,0,378
NSW,315,McMahon,AE,0,22234,AE Ticket Votes,,,N,N,17,2,0,0,6,25
NSW,315,McMahon,AE,1,22202,"KERNOT, Cheryl",,,N,N,0,0,0,0,0,0
NSW,315,McMahon,AE,2,22201,"CANT, Simon",,,N,N,0,0,0,0,0,0
NSW,315,McMahon,AE,9998,0,Unapportioned,,,N,N,8,0,0,0,0,8
NSW,315,McMahon,AF,0,22229,AF Ticket Votes,Liberal Democrats (LDP),LDP,N,N,2130,173,21,64,134,2522
NSW,315,McMahon,AF,1,22006,"DRUERY, Glenn",Liberal Democrats (LDP),LDP,N,N,0,0,0,0,0,0
NSW,315,McMahon,AF,2,22008,"GABB, Lucy",Liberal Democrats (LDP),LDP,N,N,0,0,0,0,0,0
NSW,315,McMahon,AF,3,22010,"STITT, Peter",Liberal Democrats (LDP),LDP,N,N,0,0,0,0,0,0
NSW,315,McMahon,AF,9998,0,Unapportioned,Liberal Democrats (LDP),LDP,N,N,260,0,0,0,0,260
NSW,315,McMahon,UG,1,22011,"RICHARDSON, Hamish",Independent,IND,N,N,10,0,0,0,0,10
NSW,315,McMahon,UG,2,22014,"HOOPER, Norman H Joseph",Independent,IND,N,N,0,0,0,0,0,0
NSW,315,McMahon,UG,3,21903,"SCOTT-IRVING, Stewart",Independent,IND,N,N,0,0,0,0,0,0
NSW,315,McMahon,UG,4,21268,"PAPE, Bryan",Independent,IND,N,N,0,0,0,0,0,0
